,school,sex,age,Medu,Fedu,at_home,health,other,services,teacher,F at_home,F health,F other,F services,F teacher,father,mother,other,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,goout,Dalc,Walc,health,absences
628,0,1,17,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,3,1,1,3,8
629,0,1,17,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,5,1,3,1,4
630,0,1,18,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,0,1,1,4,1,1,1,0
631,0,1,18,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,3,0,0,0,0,0,1,1,2,1,2,4,4
632,0,1,19,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,1,0,0,1,1,3,1,1,3,4
633,0,1,18,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,1,3,3,4,2,1
634,0,1,18,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,1,3,1,2,1,1
635,0,1,17,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,4,2,3,1,10
636,0,0,18,4,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,1,1,4,1,4,2,4
637,0,0,18,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,1,1,3,1,3,5,0
638,0,0,17,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,1,1,1,3,1,1,3,4
639,0,0,19,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,0,2,1,3,5,0
640,0,0,18,4,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,1,0,1,0,3,4,3,3,0
641,0,1,18,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,0,1,0,3,1,3,4,0
642,0,1,17,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,1,1,4,1,1,1,0
643,0,1,18,4,4,0,0,0,0,1,1,0,0,0,0,0,1,0,3,1,0,0,1,0,1,1,1,3,2,2,5,4
644,0,1,19,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,1,0,0,0,1,1,1,2,1,2,5,4
645,0,1,18,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,1,4,1,1,1,4
646,0,1,18,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,1,0,1,1,1,5,6
647,0,0,17,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,5,3,4,2,6
648,0,0,18,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,1,1,1,3,4,5,4
